,Artist Name,Track Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
3055,Eric Clapton,Crossroads - Crossroad 2 Box/Set Version/Live Version,30.0,0.538,0.707,-13.823,1,0.033,0.208,0.899,0.782,92.698,321973.0,4,2
3057,Left Lane Cruiser,The Waltz,38.0,0.364,0.747,-5.743,1,0.0367,0.000166,0.118,0.0939,151.909,328093.0,3,2
3076,Taj Mahal,Leaving Trunk,56.0,0.542,0.502,-10.607,0,0.0515,0.195,0.174,0.948,174.11,289560.0,4,2
3097,North Mississippi Allstars,Bump that Mother,27.0,0.725,0.6,-8.296,1,0.0397,0.0718,0.198,0.667,84.02,191933.0,4,2
3108,Shannon Curfman,Few And Far Between,38.0,0.574,0.627,-6.182,0,0.122,0.0846,0.0351,0.864,190.415,234160.0,4,2
3114,The Groundhogs,Eccentric Man - 2003 Remastered Version,34.0,0.498,0.734,-8.522,1,0.0451,0.0198,0.244,0.64,110.034,304933.0,4,2
3118,Laura Evans,Solo,24.0,0.535,0.534,-8.98,0,0.0349,0.337,0.222,0.396,169.938,206495.0,4,2
3141,Sharon Jones & The Dap-Kings,Call On God,35.0,0.47,0.492,-7.204,1,0.0317,0.657,0.199,0.478,120.311,217920.0,3,2
3154,Earl King,Mother's Love,36.0,0.572,0.552,-9.134,1,0.0507,0.512,0.0836,0.489,95.06,163293.0,3,2
3187,Keb' Mo',Howl For Me Daddy,32.0,0.649,0.71,-6.656,0,0.0875,0.424,0.118,0.733,149.928,145480.0,4,2
3288,Mike Zito,Death Row,39.0,0.714,0.596,-8.288,1,0.0288,0.511,0.0593,0.665,141.496,247907.0,4,2
3305,Red Garland,Ralph J. Gleason Blues,33.0,0.497,0.315,-19.926,1,0.0426,0.968,0.106,0.822,92.858,400373.0,4,2
3338,Joanne Shaw Taylor,Here Comes the Flood,31.0,0.233,0.951,-4.393,0,0.0843,0.000299,0.351,0.655,182.737,315178.0,4,2
3345,Gugun Power Trio,Vixen Eyes,35.0,0.687,0.853,-7.761,1,0.0567,0.0801,0.109,0.918,110.051,256680.0,4,2
3347,Phat Phunktion,Well Run Dry,40.0,0.71,0.914,-3.592,1,0.0749,0.0602,0.165,0.742,125.039,244840.0,4,2
3395,Rosie Flores,If There Was a Way,31.0,0.35,0.496,-6.232,0,0.0307,0.382,0.099,0.491,178.57,265867.0,3,2
3397,Preston Shannon,Baby I Will,10.0,0.744,0.496,-10.81,0,0.0265,0.438,0.0375,0.961,87.95,269000.0,4,2
3410,Laura Marling,Devil's Resting Place,42.0,0.397,0.58,-12.208,0,0.0543,0.511,0.0974,0.643,89.57,194480.0,4,2
3416,Big Brother & The Holding Company,Piece of My Heart,69.0,0.443,0.727,-7.951,1,0.145,0.263,0.169,0.566,160.82,253333.0,4,2
3430,Rory Gallagher,They Don't Make Them Like You Anymore,35.0,0.578,0.784,-8.238,0,0.0367,0.0637,0.303,0.912,88.559,244557.0,4,2
3461,Buddy Whittington,Pay the Band,32.0,0.692,0.791,-4.895,1,0.0494,0.155,0.239,0.41,118.14,273427.0,4,2
3498,Steve Cropper,Fire It Up,34.0,0.63,0.896,-4.437,1,0.0309,0.325,0.712,0.829,91.077,182620.0,4,2
3520,Eric Gales,Steep Climb,43.0,0.482,0.822,-7.153,1,0.0589,0.00344,0.17,0.562,78.98,326013.0,4,2
3586,Sonny Boy Williamson II,"Good Morning, Little Schoolgirl",1.0,0.668,0.133,-15.12,1,0.0689,0.986,0.12,0.773,92.243,180747.0,4,2
3593,Lilly Hiatt,Trinity Lane,35.0,0.578,0.811,-6.228,0,0.027,0.144,0.113,0.752,145.056,233922.0,4,2
3599,"Clarence ""Gatemouth"" Brown",Grape Jelly,17.0,0.574,0.882,-2.892,1,0.0874,0.183,0.0582,0.797,171.202,266227.0,4,2
3608,Albert King,The Hunter,38.0,0.798,0.482,-8.899,1,0.0312,0.722,0.0755,0.744,133.882,164560.0,4,2
3615,Sonia Leigh,Jack Is Back,33.0,0.677,0.766,-7.98,0,0.0419,0.00625,0.141,0.589,131.999,161869.0,4,2
3618,Robert Finley,Souled Out On You,49.0,0.392,0.519,-7.438,0,0.031,0.526,0.283,0.403,174.22,213093.0,3,2
3637,Allman Brothers Band,Trouble No More,52.0,0.556,0.567,-11.426,0,0.0333,0.0581,0.0907,0.858,141.345,227751.0,4,2
3666,Little Sonny,The Creeper Returns,15.0,0.443,0.704,-5.695,1,0.0574,0.347,0.388,0.851,183.416,253733.0,4,2
3668,John Mayall & The Bluesbreakers,Hideaway - Mono Instrumental,49.0,0.369,0.759,-4.718,1,0.0361,0.000815,0.329,0.868,132.281,193560.0,4,2
3690,Wax Tailor,I Had a Woman,34.0,0.569,0.566,-7.644,1,0.369,0.122,0.354,0.459,180.057,159554.0,4,2
3696,Memphis La Blusera,La Bifurcada,46.0,0.471,0.957,-5.695,1,0.137,0.00498,0.819,0.17,112.815,457892.0,4,2
3699,The Robert Cray Band,All the Way,34.0,0.561,0.398,-12.848,1,0.0607,0.686,0.135,0.363,171.834,311667.0,4,2
3700,The Cold Stares,In The Night Time,41.0,0.679,0.728,-9.478,1,0.0325,0.0795,0.151,0.748,120.014,188142.0,4,2
3706,Little Milton,Grits Ain't Groceries (All Around The World),32.0,0.683,0.507,-14.429,0,0.0726,0.517,0.151,0.904,120.63,159920.0,4,2
3717,Paulo Mendonca,Going Up,40.0,0.613,0.793,-6.82,0,0.0666,0.0319,0.341,0.806,180.026,187532.0,4,2
3723,Robert Finley,Country Boy,44.0,0.685,0.727,-7.619,1,0.0648,0.0431,0.102,0.731,143.551,344973.0,4,2
3733,Black Pumas,Black Moon Rising,51.0,0.538,0.605,-7.608,0,0.0368,0.128,0.151,0.729,158.181,221947.0,4,2
3735,Mem Shannon,Doing The Best That I Can,4.0,0.691,0.809,-5.338,1,0.0499,0.233,0.173,0.749,95.655,220333.0,4,2
3737,Eels,Mr. E's Beautiful Blues - Remix,8.0,0.8,0.649,-8.248,1,0.0293,0.453,0.0804,0.864,114.074,234520.0,4,2
3745,Robben Ford,White Rock Beer...8 Cents,31.0,0.348,0.799,-6.018,0,0.0455,0.0781,0.178,0.564,107.979,353684.0,4,2
3753,Marcus King,Say You Will,41.0,0.437,0.82,-5.854,0,0.0341,0.079,0.633,0.634,107.088,234547.0,4,2
3764,Ishman Bracey,Saturday Blues,30.0,0.643,0.0574,-17.999,0,0.0462,0.993,0.113,0.572,112.408,209267.0,4,2
3765,The Black Keys,Ten Cent Pistol,50.0,0.59,0.551,-6.693,0,0.0305,0.25,0.111,0.304,105.482,269829.0,4,2
3813,G. Love & Special Sauce,Go Crazy (feat. Keb' Mo'),25.0,0.741,0.789,-4.733,1,0.0594,0.183,0.162,0.863,95.986,220960.0,4,2
3826,Larkin Poe,Tears Of Blue To Gold,36.0,0.56,0.801,-5.745,1,0.0557,0.0088,0.0789,0.566,140.095,192352.0,4,2
3832,Champion Jack Dupree,"One Scotch, One Bourbon, One Beer - Bonus Track",33.0,0.432,0.667,-7.849,1,0.0439,0.127,0.181,0.907,173.727,254200.0,4,2
3838,Quaker City Night Hawks,Good Evening,42.0,0.527,0.606,-6.799,1,0.0305,0.0134,0.418,0.267,105.509,279107.0,4,2
3842,Eric Gales,Southpaw Serenade (feat. Doyle Bramhall II),36.0,0.448,0.725,-5.883,0,0.0581,0.31,0.34,0.569,124.946,511427.0,3,2
3853,Altered Five Blues Band,Mischief Man,29.0,0.669,0.852,-5.718,1,0.0549,0.409,0.335,0.851,111.028,198603.0,4,2
3859,Memphis Minnie,If You See My Rooster (Please Run Him Home),35.0,0.792,0.142,-16.024,1,0.0442,0.985,0.112,0.669,94.375,195307.0,4,2
3890,Matt Andersen,Last Surrender,31.0,0.714,0.435,-5.696,1,0.0346,0.276,0.11,0.187,92.936,197748.0,3,2
3920,Omar and The Howlers,"Honest I Do (feat. Gary Clark, Jr.)",35.0,0.72,0.412,-8.139,1,0.0305,0.421,0.102,0.463,111.444,141107.0,3,2
3927,Little Walter,My Babe,56.0,0.676,0.334,-10.572,1,0.0508,0.862,0.32,0.867,158.0,162040.0,4,2
3928,Little Sonny,It's Hard Going Up (But Twice As Hard Coming Down),5.0,0.702,0.685,-9.264,1,0.0346,0.451,0.159,0.885,126.404,234200.0,3,2
3931,Robert Wilkins,That's No Way To Get Along,30.0,0.448,0.315,-14.961,1,0.0353,0.904,0.235,0.372,98.548,172533.0,4,2
3946,The Derek Trucks Band,Sweet Inspiration,48.0,0.629,0.748,-6.3,1,0.0406,0.0924,0.0449,0.439,111.066,278907.0,4,2
3958,Matt Andersen,Been My Last,34.0,0.353,0.348,-9.934,1,0.0381,0.376,0.0825,0.154,127.566,224867.0,3,2
3997,Philip Sayce,Spirit,42.0,0.479,0.905,-6.606,0,0.0565,0.00076,0.326,0.274,90.007,218088.0,4,2
4003,Bettye LaVette,The High Road,16.0,0.649,0.448,-7.6,1,0.0278,0.785,0.0953,0.36,80.521,269533.0,3,2
4010,Bernard Allison,Same Ole Feeling,20.0,0.742,0.696,-7.198,0,0.0384,0.294,0.0802,0.765,82.252,244624.0,4,2
4033,Zuzu Bollin,Why Don't You Eat Where You Slept Last Night?,37.0,0.606,0.393,-16.296,1,0.0506,0.736,0.0823,0.832,131.863,174133.0,4,2
4068,"Christone ""Kingfish"" Ingram",Empty Promises (Live),46.0,0.383,0.511,-7.143,0,0.0369,0.168,0.256,0.294,121.049,469445.0,4,2
4085,Alvin Youngblood Hart,Motivational Speaker,40.0,0.608,0.849,-6.66,1,0.0389,0.00371,0.112,0.644,101.517,235720.0,4,2
4117,The Midnighters,Sexy Ways,1.0,0.371,0.76,-2.684,1,0.0418,0.411,0.0732,0.907,128.74,147591.0,4,2
4137,"Robert Lockwood, Jr.",Little Boy Blues,26.0,0.727,0.292,-13.609,1,0.0408,0.906,0.104,0.694,83.543,187638.0,4,2
4144,Charlie Beale,Tale of A.G. Smith,20.0,0.762,0.685,-7.599,0,0.0268,0.275,0.151,0.664,109.964,217125.0,4,2
4151,Sue Foley,The Lucky Ones,21.0,0.691,0.822,-5.665,1,0.041,0.678,0.136,0.859,109.861,223560.0,4,2
4154,Davy Knowles,Uprising,20.0,0.479,0.802,-4.968,1,0.0569,0.0418,0.213,0.416,80.043,216552.0,4,2
4157,Jj Thames,Oh Lord,36.0,0.544,0.197,-14.654,1,0.0323,0.947,0.358,0.251,133.432,201747.0,4,2
4163,Robin Trower,The Fool and Me - 2007 Remaster,35.0,0.409,0.766,-8.028,0,0.0565,0.000144,0.269,0.783,122.692,235720.0,4,2
4181,John Mayall & The Bluesbreakers,All Your Love - Stereo Album Version,1.0,0.359,0.561,-7.713,0,0.0313,0.344,0.275,0.846,121.601,213653.0,4,2
4200,T-Bone Walker,Mean Old World,50.0,0.73,0.235,-15.276,1,0.0355,0.527,0.0663,0.624,87.226,247373.0,4,2
4208,Joe Bonamassa,Drive - Live,34.0,0.612,0.829,-10.027,0,0.0356,0.55,0.913,0.662,125.821,378973.0,4,2
4223,One String Sam,I Need A Hundred Dollars,7.0,0.688,0.226,-13.052,1,0.114,0.974,0.158,0.638,76.927,181107.0,4,2
4238,El Cruce,Trato de hacer blues,15.0,0.429,0.593,-5.342,1,0.031,0.14,0.151,0.279,100.644,349443.0,3,2
4270,Robert Cray,Promises You Can't Keep,32.0,0.52,0.459,-5.629,1,0.0292,0.316,0.076,0.407,154.109,355907.0,3,2
4279,Willie Walker,What's It Take?,9.0,0.686,0.493,-6.541,1,0.0325,0.529,0.13,0.637,103.556,249893.0,4,2
4288,The Graham Bond Organisation,Harmonica,37.0,0.583,0.94,-10.566,1,0.0928,0.633,0.342,0.662,130.221,169851.0,4,2
4316,Townes Van Zandt,Lungs,50.0,0.544,0.34,-13.947,1,0.0411,0.785,0.734,0.556,97.005,154187.0,4,2
4318,Adia Victoria,Dead Eyes,28.0,0.28,0.635,-8.271,1,0.056,0.0685,0.107,0.375,193.756,141800.0,4,2
4320,Buddy Guy,Damn Right I've Got The Blues - Live,31.0,0.348,0.587,-10.04,0,0.12,0.0209,0.486,0.557,102.043,461533.0,4,2
4336,Lizz Wright,Singing In My Soul,34.0,0.579,0.678,-7.031,1,0.0834,0.134,0.219,0.811,140.793,226933.0,4,2
4354,Candye Kane,You Need Love,29.0,0.57,0.567,-7.958,0,0.0595,0.0458,0.205,0.806,155.153,246293.0,4,2
4363,Led Zeppelin,Since I've Been Loving You - Remaster,63.0,0.393,0.364,-10.945,0,0.0345,0.0021,0.121,0.308,118.566,444148.0,3,2
4367,John Mayer,Crossroads,49.0,0.894,0.507,-6.945,1,0.0564,0.221,0.0642,0.916,114.216,149387.0,4,2
4371,Robert Johnson,Come On In My Kitchen,42.0,0.556,0.0643,-15.305,0,0.175,0.927,0.0991,0.283,81.673,172307.0,4,2
4393,James Cotton,Play With Your Poodle,38.0,0.515,0.43,-10.912,1,0.25,0.81,0.126,0.624,165.888,219000.0,4,2
4505,Josh Teskey,Thinking 'Bout Myself,51.0,0.644,0.53,-8.296,0,0.0884,0.787,0.259,0.678,99.733,221214.0,4,2
4558,Jonny Lang,Last Goodbye,26.0,0.392,0.187,-12.211,1,0.0358,0.812,0.175,0.227,134.708,236013.0,4,2
4560,Tedeschi Trucks Band,All That I Need,33.0,0.602,0.694,-7.988,1,0.0297,0.308,0.122,0.716,109.487,311640.0,4,2
4565,B.B. King,Everyday I Have The Blues - Live (San Quentin),33.0,0.426,0.791,-6.888,1,0.0543,0.356,0.373,0.592,137.365,281867.0,4,2
4572,Kid Bailey,Rowdy Blues,28.0,0.589,0.116,-17.218,1,0.0463,0.994,0.122,0.577,97.815,180976.0,3,2
4575,A.C. Reed,She's Fine,32.0,0.501,0.44,-14.466,1,0.0372,0.202,0.107,0.868,82.489,258227.0,4,2
4577,T-Bone Walker,Call It Stormy Monday (But Tuesday Is Just As Bad),4.0,0.659,0.166,-14.523,0,0.0753,0.877,0.101,0.345,49.32,186973.0,4,2
4602,Robert Cray,Do It,20.0,0.773,0.961,-4.419,1,0.0865,0.284,0.267,0.659,108.818,205587.0,4,2
4606,Etta James,I Just Want To Make Love To You - Single Version,64.0,0.642,0.523,-8.579,1,0.11,0.772,0.527,0.654,101.635,185627.0,4,2
4614,Alan Lomax,"No More, My Lawd",30.0,0.569,0.0171,-13.325,0,0.0388,0.958,0.173,0.269,136.807,129400.0,4,2
4626,Joe Bonamassa,Mainline Florida - Live,37.0,0.489,0.889,-6.916,1,0.0382,0.0151,0.866,0.703,120.183,421219.0,4,2
4637,Bessie Smith,"Empty Bed Blues, Pt. 1",26.0,0.709,0.062,-12.207,1,0.048,0.995,0.12,0.553,85.854,181173.0,4,2
4720,Johnny Copeland,Rolling With The Punches,35.0,0.73,0.799,-8.254,1,0.0258,0.0742,0.176,0.884,99.785,394333.0,4,2
4723,Curtis Salgado,Is There Something I Should Know,36.0,0.559,0.463,-5.693,1,0.0289,0.382,0.139,0.319,107.89,269520.0,3,2
4731,Michael Kaeshammer,Who Are You,26.0,0.448,0.896,-7.168,0,0.11,0.123,0.986,0.691,95.495,252107.0,4,2
4742,Hebron,Wolves All Around Me,36.0,0.583,0.532,-5.762,0,0.0558,0.212,0.0695,0.724,184.111,207991.0,4,2
4760,Jimmy Dawkins,Kold Actions,34.0,0.62,0.0827,-20.88,1,0.0625,0.368,0.0621,0.424,145.108,437573.0,3,2
4766,"David ""Honeyboy"" Edwards",Crossroads,27.0,0.537,0.356,-8.6,1,0.0458,0.927,0.307,0.312,92.399,206467.0,4,2
4771,TORA,Desire,28.0,0.62,0.613,-6.578,1,0.113,0.00229,0.107,0.687,82.03,183965.0,4,2
4773,War & Pierce,Amen,50.0,0.785,0.43,-9.453,0,0.0653,0.316,0.0829,0.491,85.99,247478.0,4,2
4800,Etran Finatawa,Tiguedimma,16.0,0.597,0.702,-6.246,0,0.0412,0.156,0.266,0.403,158.899,276387.0,3,2
4836,Joey Landreth,Where Did I Go Wrong,29.0,0.677,0.608,-6.225,1,0.0957,0.239,0.258,0.914,76.034,260013.0,4,2
4846,Walter Trout,Pray For Rain,43.0,0.425,0.0863,-15.163,1,0.0357,0.962,0.124,0.362,154.328,194013.0,4,2
4896,Rod Stewart,True Blue,28.0,0.593,0.683,-10.432,0,0.0361,0.148,0.296,0.649,116.742,211933.0,4,2
4922,Charlie Parker Quintet,Blues For Alice,34.0,0.571,0.437,-11.839,1,0.0329,0.896,0.0798,0.797,83.762,166613.0,4,2
4925,Ana Popovic,Johnnie Ray,35.0,0.515,0.5,-8.986,0,0.0607,0.644,0.119,0.634,155.383,224640.0,3,2
4932,Miles Davis,Freddie Freeloader,52.0,0.629,0.278,-12.229,1,0.0329,0.662,0.106,0.503,128.453,586493.0,4,2
4953,The Groundhogs,Still A Fool - Single Edit,31.0,0.509,0.326,-13.065,1,0.0747,0.0405,0.082,0.865,207.373,251800.0,3,2
4973,Mr. Airplane Man,Like That,19.0,0.328,0.893,-10.854,1,0.0594,0.353,0.0763,0.508,135.322,188546.0,4,2
4995,JD McPherson,LUCKY PENNY,51.0,0.698,0.736,-5.525,1,0.0481,0.0664,0.119,0.822,127.979,214267.0,4,2
5029,Los Lobos,Two Dogs And A Bone,19.0,0.551,0.616,-10.415,0,0.0533,0.0179,0.321,0.443,111.127,145307.0,4,2
5032,Tampa Red,Anna Lou Blues,34.0,0.555,0.393,-11.949,1,0.0327,0.965,0.151,0.782,102.5,174158.0,4,2
5036,Brownie McGhee,Diggin' My Potatoes,32.0,0.65,0.383,-13.074,1,0.0464,0.505,0.392,0.864,110.522,217227.0,4,2
5051,Joanne Shaw Taylor,Time Has Come,38.0,0.569,0.564,-7.34,1,0.0337,0.0496,0.304,0.526,96.112,351960.0,3,2
5053,Mike Bloomfield,Blues for Nothing,31.0,0.272,0.546,-9.06,1,0.0435,0.218,0.247,0.63,184.996,255067.0,3,2
5056,Keb' Mo',Am I Wrong,52.0,0.882,0.476,-9.235,1,0.0528,0.458,0.0445,0.964,112.65,138533.0,4,2
5068,Marcus King,The Well,53.0,0.58,0.573,-8.137,1,0.061,0.00305,0.182,0.477,121.225,177093.0,4,2
5091,Lucky Peterson,50 Years,31.0,0.498,0.824,-7.832,0,0.132,0.0641,0.18,0.549,157.04,251627.0,4,2
5097,Slim Harpo,Baby Scratch My Back - Single Version,39.0,0.802,0.455,-11.673,1,0.0537,0.803,0.0607,0.932,122.853,173600.0,4,2
5119,Allen Toussaint,St. James Infirmary,47.0,0.892,0.191,-14.977,0,0.0599,0.522,0.109,0.46,106.55,231107.0,4,2
5129,Shemekia Copeland,Clotilda's On Fire,45.0,0.599,0.681,-4.652,0,0.0341,0.118,0.211,0.57,83.961,266072.0,4,2
5135,Albert Collins,If Trouble Was Money,40.0,0.48,0.349,-15.027,0,0.0385,0.515,0.148,0.281,108.939,561067.0,3,2
5142,Albert Collins,Cold Cuts,20.0,0.618,0.83,-10.65,0,0.0328,0.00188,0.704,0.516,107.233,360733.0,4,2
5145,Jimi Hendrix,Red House,56.0,0.277,0.479,-8.483,0,0.0495,0.585,0.16,0.483,53.905,230360.0,4,2
5150,Mark Collie,Book of My Blues,28.0,0.535,0.804,-6.929,1,0.0458,0.00706,0.101,0.441,120.003,208970.0,4,2
5171,Kenny Wayne Shepherd,Diamonds & Gold,41.0,0.571,0.852,-5.752,1,0.0323,0.0418,0.0527,0.804,92.155,317773.0,4,2
5180,Buddy Guy,Best in Town,24.0,0.586,0.897,-3.661,1,0.0592,0.233,0.0523,0.773,100.133,295747.0,4,2
5196,Southern Avenue,"Slipped, Tripped And Fell In Love",19.0,0.693,0.683,-4.621,0,0.032,0.111,0.171,0.94,121.817,202747.0,4,2
5208,Thornetta Davis,Try To Remember,10.0,0.377,0.808,-7.116,1,0.0373,0.00623,0.523,0.67,92.853,253627.0,4,2
5235,Scott McKeon,Take Me Back,34.0,0.688,0.464,-9.119,0,0.0317,0.448,0.0987,0.401,91.985,336920.0,4,2
5263,Freddie King,Going Down - Remastered,40.0,0.555,0.669,-7.46,0,0.0311,0.0459,0.105,0.691,167.652,202600.0,4,2
5293,The Apple Pie Motherhood Band,Grandmother Hooker,15.0,0.462,0.791,-11.879,1,0.0937,0.257,0.251,0.59,77.977,180880.0,4,2
5296,Oblivians,Christina,24.0,0.26,0.997,-3.877,1,0.145,0.0174,0.158,0.216,173.717,119027.0,4,2
5310,Shingai,Too Bold - Diamond Remix (Radio Edit),27.0,0.495,0.472,-9.199,1,0.0404,0.138,0.118,0.143,112.519,211000.0,3,2
5316,Floyd Jones,Dark Road,32.0,0.613,0.52,-12.996,1,0.0368,0.889,0.0841,0.61,69.186,217120.0,4,2
5319,Miles Davis Quintet,Blues By Five - Rudy Van Gelder Remaster,33.0,0.465,0.566,-9.161,0,0.0935,0.736,0.218,0.632,177.28,592507.0,4,2
5321,Diabel Cissokho,Mansana Blues,8.0,0.496,0.646,-8.306,0,0.132,0.331,0.0579,0.447,175.049,408760.0,3,2
5325,Tampa Red,You Missed A Good Man,18.0,0.753,0.22,-15.902,1,0.0362,0.994,0.121,0.738,88.053,214227.0,4,2
5346,Andre Williams,Bacon Fat,14.0,0.469,0.418,-9.739,1,0.248,0.828,0.129,0.729,200.9,183133.0,4,2
5353,Billy Price,Going to the Shack,9.0,0.774,0.696,-5.297,1,0.0585,0.479,0.199,0.877,110.956,255693.0,4,2
5367,Gary Clark Jr.,Low Down Rolling Stone,57.0,0.337,0.809,-2.969,0,0.0327,0.00738,0.319,0.319,145.879,258200.0,4,2
5393,Ry Cooder,Available Space,36.0,0.568,0.434,-14.17,1,0.0379,0.639,0.229,0.694,147.388,134067.0,4,2
5396,Oscar Peterson Trio,Things Ain't What They Used To Be,37.0,0.558,0.057,-24.249,1,0.0535,0.909,0.0929,0.289,78.852,276133.0,4,2
5400,Buddy Guy,Stone Crazy,49.0,0.45,0.561,-7.491,1,0.129,0.824,0.228,0.522,169.867,429400.0,3,2
5403,Bonnie Raitt,Shakin' Shakin' Shakes,21.0,0.342,0.976,-4.585,1,0.199,0.148,0.303,0.524,207.906,290160.0,4,2
5422,The Bones of J.R. Jones,The Heat,48.0,0.588,0.841,-4.374,1,0.0802,0.144,0.0369,0.682,92.992,194332.0,4,2
5430,Walter Wolfman Washington,You Can Stay But The Noise Must Go On,14.0,0.796,0.635,-11.872,1,0.0469,0.322,0.113,0.825,97.791,380493.0,4,2
5433,Elmore James,Mean and Evil,27.0,0.749,0.46,-7.147,1,0.0433,0.738,0.0727,0.66,95.801,136147.0,4,2
5446,G. Love & Special Sauce,Drinkin' Wine,19.0,0.799,0.693,-8.279,0,0.0484,0.0698,0.0453,0.789,98.031,253693.0,4,2
5461,Mickey Baker,Old Devil Moon,27.0,0.5,0.714,-7.949,1,0.0307,0.471,0.079,0.872,143.469,167093.0,4,2
5479,Jonny Lang,Make It Move,25.0,0.633,0.469,-6.082,1,0.11,0.479,0.118,0.665,77.589,209120.0,4,2
5501,Micah Edwards,I Never Like It When You Leave,40.0,0.665,0.456,-9.745,1,0.0331,0.804,0.14,0.823,112.056,194203.0,4,2
5503,Robert Johnson,Me and the Devil Blues,46.0,0.717,0.111,-13.805,1,0.0873,0.931,0.107,0.15,82.181,154667.0,4,2
5543,Joe Bonamassa,King Bee Shakedown,36.0,0.515,0.946,-4.996,1,0.0745,0.0188,0.226,0.537,96.066,262027.0,4,2
5548,"Christone ""Kingfish"" Ingram",Empty Promises,46.0,0.383,0.511,-7.143,0,0.0369,0.168,0.256,0.294,121.049,469445.0,4,2
5558,La Banda del Capitan Corneta,Titi,16.0,0.572,0.868,-5.847,0,0.145,0.374,0.154,0.967,167.827,144827.0,4,2
5560,Ben Harper,Found The One,30.0,0.77,0.748,-9.103,1,0.0411,0.345,0.137,0.966,126.155,167213.0,4,2
5562,Kyla Brox,If You See Him,31.0,0.604,0.289,-11.734,0,0.0785,0.804,0.221,0.159,73.989,298173.0,4,2
5563,The Cold Stares,I Was A Fool,42.0,0.571,0.919,-6.568,1,0.0719,0.00171,0.227,0.321,121.01,203667.0,4,2
5571,Jonny Lang,Lie To Me,53.0,0.621,0.693,-8.755,1,0.0407,0.579,0.0634,0.896,112.439,251307.0,4,2
5573,Little Axe,Chains,8.0,0.69,0.442,-8.788,0,0.0304,0.0849,0.123,0.32,140.003,221594.0,4,2
5576,Eddie Burns,Orange Driver,5.0,0.694,0.216,-17.952,1,0.0657,0.0126,0.29,0.545,171.27,266600.0,3,2
5586,Coco Montoya,I Want To Shout About It,15.0,0.608,0.822,-5.039,1,0.0792,0.0757,0.318,0.51,136.974,219413.0,4,2
5601,Gary Clark Jr.,Our Love,45.0,0.615,0.416,-7.606,0,0.024,0.334,0.0913,0.284,83.98,251520.0,3,2
5603,KALEO,Hey Gringo,66.0,0.748,0.704,-4.512,0,0.0344,0.0741,0.088,0.823,110.028,284799.0,4,2
5613,Robert Johnson,Cross Road Blues,53.0,0.675,0.311,-11.959,1,0.0525,0.93,0.102,0.638,97.159,149560.0,4,2
5617,The Blues Band,Maggie's Farm - Remastered,35.0,0.668,0.796,-7.536,1,0.0773,0.352,0.278,0.823,132.258,197438.0,4,2
5653,Fiona Boyes,Party at Red's,37.0,0.769,0.716,-6.782,1,0.0364,0.169,0.349,0.943,128.724,255107.0,4,2
5678,Lightnin' Hopkins,Mojo Hand,47.0,0.596,0.545,-8.913,0,0.064,0.456,0.329,0.718,146.953,179733.0,4,2
5686,Junior Kimbrough,Feels so Bad - Previously Unreleased Take,36.0,0.672,0.534,-7.535,1,0.0297,0.699,0.107,0.746,149.772,137414.0,4,2
5695,Sonny Boy Williamson II,Nine Below Zero - 1961 Single Version,37.0,0.582,0.548,-5.017,1,0.0338,0.778,0.186,0.705,97.887,208067.0,1,2
5714,Jill Barber,Old Flame,28.0,0.599,0.295,-11.052,1,0.0269,0.849,0.32,0.282,99.767,161027.0,3,2
5717,John Coltrane,Mr. P.C.,41.0,0.475,0.541,-11.89,0,0.0749,0.466,0.319,0.596,131.121,423160.0,4,2
5722,Samm Henshaw,These Hands,37.0,0.495,0.602,-6.445,1,0.13,0.08,0.347,0.298,69.888,201467.0,4,2
5723,Wes Montgomery,West Coast Blues,40.0,0.575,0.283,-13.333,0,0.0457,0.961,0.104,0.659,152.929,442400.0,3,2
5788,Professor Longhair,Big Chief - Remastered,49.0,0.56,0.73,-5.69,1,0.0362,0.219,0.179,0.963,151.594,194667.0,4,2
5789,Brittany Howard,"You and Your Folks, Me and My Folks - Recorded at East West Studios",30.0,0.473,0.95,-4.115,1,0.158,0.0115,0.122,0.668,151.896,252040.0,4,2
5790,"Christone ""Kingfish"" Ingram",Hard Times,44.0,0.513,0.377,-8.907,1,0.102,0.899,0.0943,0.424,203.236,188813.0,3,2
5800,"Melvin ""Lil' Son"" Jackson",Evil Blues,26.0,0.599,0.0757,-12.798,1,0.0478,0.987,0.105,0.641,199.428,170080.0,3,2
5803,Detroit Gary Wiggins,Cobb's Blues,5.0,0.607,0.788,-3.722,0,0.0951,0.488,0.716,0.752,131.397,308453.0,4,2
5813,Luke Winslow-King,Watch Me Go,35.0,0.632,0.575,-7.358,1,0.0354,0.105,0.158,0.689,106.953,283867.0,3,2
5843,The Blues Magoos,We Ain't Got Nothin' yet,38.0,0.398,0.864,-8.199,1,0.0492,0.523,0.0985,0.782,148.47,135747.0,4,2
5933,Jimi Hendrix,Catfish Blues,47.0,0.427,0.573,-13.077,1,0.101,0.382,0.112,0.608,97.076,467427.0,3,2
5936,Kirk Fletcher,Two Steps Forward,30.0,0.217,0.909,-5.08,0,0.138,0.0168,0.345,0.673,185.561,305253.0,4,2
5951,LaVern Baker,See See Rider,41.0,0.67,0.493,-11.304,1,0.0751,0.285,0.0495,0.928,93.867,150427.0,4,2
